channel,tissue,status,timepoint,replicate,bias
ly6g,thymus,gl261,14,4,0.36
ly6g,thymus,gl261,14,5,0.36
ly6g,thymus,gl261,14,6,0.36
ly6g,thymus,gl261,14,7,0.36
ly6g,thymus,gl261,14,8,0.36
ly6g,thymus,gl261,30,1,0.36
ly6g,thymus,gl261,30,3,0.36
ly6g,thymus,gl261,30,6,0.36
ly6g,thymus,gl261,30,2,0.36
ly6g,thymus,gl261,30,4,0.36
ly6g,thymus,gl261,30,5,0.36
ly6g,thymus,gl261,30,7,0.36
ly6g,thymus,gl261,30,8,0.36
ly6g,thymus,naive,7,1,0.36
ly6g,thymus,naive,7,2,0.36
ly6g,thymus,naive,7,3,0.36
ly6g,thymus,naive,7,4,0.36
ly6g,thymus,naive,7,5,0.36
ly6g,thymus,naive,7,6,0.36
ly6g,thymus,naive,7,7,0.36
ly6g,thymus,naive,7,8,0.36
ly6g,thymus,naive,14,1,0.36
ly6g,thymus,naive,14,2,0.36
ly6g,thymus,naive,14,3,0.36
ly6g,thymus,naive,14,4,0.36
ly6g,thymus,naive,14,5,0.36
ly6g,thymus,naive,14,6,0.36
ly6g,thymus,naive,14,7,0.36
ly6g,thymus,naive,14,8,0.36
ly6g,thymus,naive,30,1,0.36
ly6g,thymus,naive,30,2,0.36
ly6g,thymus,naive,30,3,0.36
ly6g,thymus,naive,30,4,0.36
ly6g,thymus,naive,30,5,0.36
ly6g,thymus,naive,30,6,0.36
ly6g,thymus,naive,30,7,0.36
ly6g,thymus,naive,30,8,0.36
ssc,blood,gl261,7,1,0.0
ssc,blood,gl261,7,2,0.0
ssc,blood,gl261,7,3,0.0
ssc,blood,gl261,7,4,0.0
ssc,blood,gl261,7,5,0.0
ssc,blood,gl261,7,6,0.0
ssc,blood,gl261,7,7,0.0
ssc,blood,gl261,7,8,0.0
ssc,blood,gl261,14,1,0.0
ssc,blood,gl261,14,2,0.0
ssc,blood,gl261,14,3,0.0
ssc,blood,gl261,14,4,0.0
ssc,blood,gl261,14,5,0.0
ssc,blood,gl261,14,6,0.0
ssc,blood,gl261,14,7,0.0
ssc,blood,gl261,14,8,0.0
ssc,blood,gl261,30,1,0.0
ssc,blood,gl261,30,3,0.0
ssc,blood,gl261,30,6,0.0
ssc,blood,gl261,30,2,0.0
ssc,blood,gl261,30,4,0.0
ssc,blood,gl261,30,5,0.0
ssc,blood,gl261,30,7,0.0
ssc,blood,gl261,30,8,0.0
ssc,blood,naive,7,1,0.0
ssc,blood,naive,7,2,0.0
ssc,blood,naive,7,3,0.0
ssc,blood,naive,7,4,0.0
ssc,blood,naive,7,5,0.0
ssc,blood,naive,7,6,0.0
ssc,blood,naive,7,7,0.0
ssc,blood,naive,7,8,0.0
ssc,blood,naive,14,1,0.0
ssc,blood,naive,14,2,0.0
ssc,blood,naive,14,3,0.0
ssc,blood,naive,14,4,0.0
ssc,blood,naive,14,5,0.0
ssc,blood,naive,14,6,0.0
ssc,blood,naive,14,7,0.0
ssc,blood,naive,14,8,0.0
ssc,blood,naive,30,1,0.0
ssc,blood,naive,30,2,0.0
ssc,blood,naive,30,3,0.0
ssc,blood,naive,30,4,0.0
ssc,blood,naive,30,5,0.0
ssc,blood,naive,30,6,0.0
ssc,blood,naive,30,7,0.0
ssc,blood,naive,30,8,0.0
ssc,marrow,gl261,7,1,0.0
ssc,marrow,gl261,7,2,0.0
ssc,marrow,gl261,7,3,0.0
ssc,marrow,gl261,7,4,0.0
ssc,marrow,gl261,7,5,0.0
ssc,marrow,gl261,7,6,0.0
ssc,marrow,gl261,7,7,0.0
ssc,marrow,gl261,7,8,0.0
ssc,marrow,gl261,14,1,0.0
ssc,marrow,gl261,14,2,0.0
ssc,marrow,gl261,14,3,0.0
ssc,marrow,gl261,14,4,0.0
ssc,marrow,gl261,14,5,0.0
ssc,marrow,gl261,14,6,0.0
ssc,marrow,gl261,14,7,0.0
ssc,marrow,gl261,14,8,0.0
ssc,marrow,gl261,30,1,0.0
ssc,marrow,gl261,30,3,0.0
ssc,marrow,gl261,30,6,0.0
ssc,marrow,gl261,30,2,0.0
ssc,marrow,gl261,30,4,0.0
ssc,marrow,gl261,30,5,0.0
ssc,marrow,gl261,30,7,0.0
ssc,marrow,gl261,30,8,0.0
ssc,marrow,naive,7,1,0.0
ssc,marrow,naive,7,2,0.0
ssc,marrow,naive,7,3,0.0
ssc,marrow,naive,7,4,0.0
ssc,marrow,naive,7,5,0.0
ssc,marrow,naive,7,6,0.0
ssc,marrow,naive,7,7,0.0
ssc,marrow,naive,7,8,0.0
ssc,marrow,naive,14,1,0.0
ssc,marrow,naive,14,2,0.0
ssc,marrow,naive,14,3,0.0
ssc,marrow,naive,14,4,0.0
ssc,marrow,naive,14,5,0.0
ssc,marrow,naive,14,6,0.0
ssc,marrow,naive,14,7,0.0
ssc,marrow,naive,14,8,0.0
ssc,marrow,naive,30,1,0.0
ssc,marrow,naive,30,2,0.0
ssc,marrow,naive,30,3,0.0
ssc,marrow,naive,30,4,0.0
ssc,marrow,naive,30,5,0.0
ssc,marrow,naive,30,6,0.0
ssc,marrow,naive,30,7,0.0
ssc,marrow,naive,30,8,0.0
ssc,nodes,gl261,7,1,0.0
ssc,nodes,gl261,7,2,0.0
ssc,nodes,gl261,7,3,0.0
ssc,nodes,gl261,7,4,0.0
ssc,nodes,gl261,7,5,0.0
ssc,nodes,gl261,7,6,0.0
ssc,nodes,gl261,7,7,0.0
ssc,nodes,gl261,7,8,0.0
ssc,nodes,gl261,14,1,0.0
ssc,nodes,gl261,14,2,0.0
ssc,nodes,gl261,14,3,0.0
ssc,nodes,gl261,14,4,0.0
ssc,nodes,gl261,14,5,0.0
ssc,nodes,gl261,14,6,0.0
ssc,nodes,gl261,14,7,0.0
ssc,nodes,gl261,14,8,0.0
ssc,nodes,gl261,30,1,0.0
ssc,nodes,gl261,30,3,0.0
ssc,nodes,gl261,30,6,0.0
ssc,nodes,gl261,30,2,0.0
ssc,nodes,gl261,30,4,0.0
ssc,nodes,gl261,30,5,0.0
ssc,nodes,gl261,30,7,0.0
ssc,nodes,gl261,30,8,0.0
ssc,nodes,naive,7,1,0.0
ssc,nodes,naive,7,2,0.0
ssc,nodes,naive,7,3,0.0
ssc,nodes,naive,7,4,0.0
ssc,nodes,naive,7,5,0.0
ssc,nodes,naive,7,6,0.0
ssc,nodes,naive,7,7,0.0
ssc,nodes,naive,7,8,0.0
ssc,nodes,naive,14,1,0.0
ssc,nodes,naive,14,2,0.0
ssc,nodes,naive,14,3,0.0
ssc,nodes,naive,14,4,0.0
ssc,nodes,naive,14,5,0.0
ssc,nodes,naive,14,6,0.0
ssc,nodes,naive,14,7,0.0
ssc,nodes,naive,14,8,0.0
ssc,nodes,naive,30,1,0.0
ssc,nodes,naive,30,2,0.0
ssc,nodes,naive,30,3,0.0
ssc,nodes,naive,30,4,0.0
ssc,nodes,naive,30,5,0.0
ssc,nodes,naive,30,6,0.0
ssc,nodes,naive,30,7,0.0
ssc,nodes,naive,30,8,0.0
ssc,spleen,gl261,7,1,0.0
ssc,spleen,gl261,7,2,0.0
ssc,spleen,gl261,7,3,0.0
ssc,spleen,gl261,7,4,0.0
ssc,spleen,gl261,7,5,0.0
ssc,spleen,gl261,7,6,0.0
ssc,spleen,gl261,7,7,0.0
ssc,spleen,gl261,7,8,0.0
ssc,spleen,gl261,14,1,0.0
ssc,spleen,gl261,14,2,0.0
ssc,spleen,gl261,14,3,0.0
ssc,spleen,gl261,14,4,0.0
ssc,spleen,gl261,14,5,0.0
ssc,spleen,gl261,14,6,0.0
ssc,spleen,gl261,14,7,0.0
ssc,spleen,gl261,14,8,0.0
ssc,spleen,gl261,30,1,0.0
ssc,spleen,gl261,30,3,0.0
ssc,spleen,gl261,30,6,0.0
ssc,spleen,gl261,30,2,0.0
ssc,spleen,gl261,30,4,0.0
ssc,spleen,gl261,30,5,0.0
ssc,spleen,gl261,30,7,0.0
ssc,spleen,gl261,30,8,0.0
ssc,spleen,naive,7,1,0.0
ssc,spleen,naive,7,2,0.0
ssc,spleen,naive,7,3,0.0
ssc,spleen,naive,7,4,0.0
ssc,spleen,naive,7,5,0.0
ssc,spleen,naive,7,6,0.0
ssc,spleen,naive,7,7,0.0
ssc,spleen,naive,7,8,0.0
ssc,spleen,naive,14,1,0.0
ssc,spleen,naive,14,2,0.0
ssc,spleen,naive,14,3,0.0
ssc,spleen,naive,14,4,0.0
ssc,spleen,naive,14,5,0.0
ssc,spleen,naive,14,6,0.0
ssc,spleen,naive,14,7,0.0
ssc,spleen,naive,14,8,0.0
ssc,spleen,naive,30,1,0.0
ssc,spleen,naive,30,2,0.0
ssc,spleen,naive,30,3,0.0
ssc,spleen,naive,30,4,0.0
ssc,spleen,naive,30,5,0.0
ssc,spleen,naive,30,6,0.0
ssc,spleen,naive,30,7,0.0
ssc,spleen,naive,30,8,0.0
ssc,thymus,gl261,7,1,0.0
ssc,thymus,gl261,7,2,0.0
ssc,thymus,gl261,7,3,0.0
ssc,thymus,gl261,7,4,0.0
ssc,thymus,gl261,7,5,0.0
ssc,thymus,gl261,7,6,0.0
ssc,thymus,gl261,7,7,0.0
ssc,thymus,gl261,7,8,0.0
ssc,thymus,gl261,14,1,0.0
ssc,thymus,gl261,14,2,0.0
ssc,thymus,gl261,14,3,0.0
ssc,thymus,gl261,14,4,0.0
ssc,thymus,gl261,14,5,0.0
ssc,thymus,gl261,14,6,0.0
ssc,thymus,gl261,14,7,0.0
ssc,thymus,gl261,14,8,0.0
ssc,thymus,gl261,30,1,0.0
ssc,thymus,gl261,30,3,0.0
ssc,thymus,gl261,30,6,0.0
ssc,thymus,gl261,30,2,0.0
ssc,thymus,gl261,30,4,0.0
ssc,thymus,gl261,30,5,0.0
ssc,thymus,gl261,30,7,0.0
ssc,thymus,gl261,30,8,0.0
ssc,thymus,naive,7,1,0.0
ssc,thymus,naive,7,2,0.0
ssc,thymus,naive,7,3,0.0
ssc,thymus,naive,7,4,0.0
ssc,thymus,naive,7,5,0.0
ssc,thymus,naive,7,6,0.0
ssc,thymus,naive,7,7,0.0
ssc,thymus,naive,7,8,0.0
ssc,thymus,naive,14,1,0.0
ssc,thymus,naive,14,2,0.0
ssc,thymus,naive,14,3,0.0
ssc,thymus,naive,14,4,0.0
ssc,thymus,naive,14,5,0.0
ssc,thymus,naive,14,6,0.0
ssc,thymus,naive,14,7,0.0
ssc,thymus,naive,14,8,0.0
ssc,thymus,naive,30,1,0.0
ssc,thymus,naive,30,2,0.0
ssc,thymus,naive,30,3,0.0
ssc,thymus,naive,30,4,0.0
ssc,thymus,naive,30,5,0.0
ssc,thymus,naive,30,6,0.0
ssc,thymus,naive,30,7,0.0
ssc,thymus,naive,30,8,0.0
