channel,tissue,status,timepoint,replicate,bias
cd45,thymus,naive,7,3,0.16
cd45,thymus,naive,7,4,0.16
cd45,thymus,naive,7,5,0.16
cd45,thymus,naive,7,6,0.16
cd45,thymus,naive,7,7,0.16
cd45,thymus,naive,7,8,0.16
cd45,thymus,naive,14,1,0.16
cd45,thymus,naive,14,2,0.16
cd45,thymus,naive,14,3,0.16
cd45,thymus,naive,14,4,0.16
cd45,thymus,naive,14,5,0.16
cd45,thymus,naive,14,6,0.16
cd45,thymus,naive,14,7,0.16
cd45,thymus,naive,14,8,0.16
cd45,thymus,naive,30,1,0.16
cd45,thymus,naive,30,2,0.16
cd45,thymus,naive,30,3,0.16
cd45,thymus,naive,30,4,0.16
cd45,thymus,naive,30,5,0.16
cd45,thymus,naive,30,6,0.16
cd45,thymus,naive,30,7,0.16
cd45,thymus,naive,30,8,0.16
cd49b,blood,gl261,7,1,0.40
cd49b,blood,gl261,7,2,0.40
cd49b,blood,gl261,7,3,0.40
cd49b,blood,gl261,7,4,0.40
cd49b,blood,gl261,7,5,0.40
cd49b,blood,gl261,7,6,0.40
cd49b,blood,gl261,7,7,0.40
cd49b,blood,gl261,7,8,0.40
cd49b,blood,gl261,14,1,0.40
cd49b,blood,gl261,14,2,0.40
cd49b,blood,gl261,14,3,0.40
cd49b,blood,gl261,14,4,0.40
cd49b,blood,gl261,14,5,0.40
cd49b,blood,gl261,14,6,0.40
cd49b,blood,gl261,14,7,0.40
cd49b,blood,gl261,14,8,0.40
cd49b,blood,gl261,30,1,0.40
cd49b,blood,gl261,30,3,0.40
cd49b,blood,gl261,30,6,0.40
cd49b,blood,gl261,30,2,0.40
cd49b,blood,gl261,30,4,0.40
cd49b,blood,gl261,30,5,0.40
cd49b,blood,gl261,30,7,0.40
cd49b,blood,gl261,30,8,0.40
cd49b,blood,naive,7,1,0.40
cd49b,blood,naive,7,2,0.40
cd49b,blood,naive,7,3,0.40
cd49b,blood,naive,7,4,0.40
cd49b,blood,naive,7,5,0.40
cd49b,blood,naive,7,6,0.40
cd49b,blood,naive,7,7,0.40
cd49b,blood,naive,7,8,0.40
cd49b,blood,naive,14,1,0.40
cd49b,blood,naive,14,2,0.40
cd49b,blood,naive,14,3,0.40
cd49b,blood,naive,14,4,0.40
cd49b,blood,naive,14,5,0.40
cd49b,blood,naive,14,6,0.40
cd49b,blood,naive,14,7,0.40
cd49b,blood,naive,14,8,0.40
cd49b,blood,naive,30,1,0.40
cd49b,blood,naive,30,2,0.40
cd49b,blood,naive,30,3,0.40
cd49b,blood,naive,30,4,0.40
cd49b,blood,naive,30,5,0.40
cd49b,blood,naive,30,6,0.40
cd49b,blood,naive,30,7,0.40
cd49b,blood,naive,30,8,0.40
cd49b,marrow,gl261,7,1,0.40
cd49b,marrow,gl261,7,2,0.40
cd49b,marrow,gl261,7,3,0.40
cd49b,marrow,gl261,7,4,0.40
cd49b,marrow,gl261,7,5,0.40
cd49b,marrow,gl261,7,6,0.40
cd49b,marrow,gl261,7,7,0.40
cd49b,marrow,gl261,7,8,0.40
cd49b,marrow,gl261,14,1,0.40
cd49b,marrow,gl261,14,2,0.40
cd49b,marrow,gl261,14,3,0.40
cd49b,marrow,gl261,14,4,0.40
cd49b,marrow,gl261,14,5,0.40
cd49b,marrow,gl261,14,6,0.40
cd49b,marrow,gl261,14,7,0.40
cd49b,marrow,gl261,14,8,0.40
cd49b,marrow,gl261,30,1,0.40
cd49b,marrow,gl261,30,3,0.40
cd49b,marrow,gl261,30,6,0.40
cd49b,marrow,gl261,30,2,0.40
cd49b,marrow,gl261,30,4,0.40
cd49b,marrow,gl261,30,5,0.40
cd49b,marrow,gl261,30,7,0.40
cd49b,marrow,gl261,30,8,0.40
cd49b,marrow,naive,7,1,0.40
cd49b,marrow,naive,7,2,0.40
cd49b,marrow,naive,7,3,0.40
cd49b,marrow,naive,7,4,0.40
cd49b,marrow,naive,7,5,0.40
cd49b,marrow,naive,7,6,0.40
cd49b,marrow,naive,7,7,0.40
cd49b,marrow,naive,7,8,0.40
cd49b,marrow,naive,14,1,0.40
cd49b,marrow,naive,14,2,0.40
cd49b,marrow,naive,14,3,0.40
cd49b,marrow,naive,14,4,0.40
cd49b,marrow,naive,14,5,0.40
cd49b,marrow,naive,14,6,0.40
cd49b,marrow,naive,14,7,0.40
cd49b,marrow,naive,14,8,0.40
cd49b,marrow,naive,30,1,0.40
cd49b,marrow,naive,30,2,0.40
cd49b,marrow,naive,30,3,0.40
cd49b,marrow,naive,30,4,0.40
cd49b,marrow,naive,30,5,0.40
cd49b,marrow,naive,30,6,0.40
cd49b,marrow,naive,30,7,0.40
cd49b,marrow,naive,30,8,0.40
cd49b,nodes,gl261,7,1,0.40
cd49b,nodes,gl261,7,2,0.40
cd49b,nodes,gl261,7,3,0.40
cd49b,nodes,gl261,7,4,0.40
cd49b,nodes,gl261,7,5,0.40
cd49b,nodes,gl261,7,6,0.40
cd49b,nodes,gl261,7,7,0.40
cd49b,nodes,gl261,7,8,0.40
cd49b,nodes,gl261,14,1,0.40
cd49b,nodes,gl261,14,2,0.40
cd49b,nodes,gl261,14,3,0.40
cd49b,nodes,gl261,14,4,0.40
cd49b,nodes,gl261,14,5,0.40
cd49b,nodes,gl261,14,6,0.40
cd49b,nodes,gl261,14,7,0.40
cd49b,nodes,gl261,14,8,0.40
cd49b,nodes,gl261,30,1,0.40
cd49b,nodes,gl261,30,3,0.40
cd49b,nodes,gl261,30,6,0.40
cd49b,nodes,gl261,30,2,0.40
cd49b,nodes,gl261,30,4,0.40
cd49b,nodes,gl261,30,5,0.40
cd49b,nodes,gl261,30,7,0.40
cd49b,nodes,gl261,30,8,0.40
cd49b,nodes,naive,7,1,0.40
cd49b,nodes,naive,7,2,0.40
cd49b,nodes,naive,7,3,0.40
cd49b,nodes,naive,7,4,0.40
cd49b,nodes,naive,7,5,0.40
cd49b,nodes,naive,7,6,0.40
cd49b,nodes,naive,7,7,0.40
cd49b,nodes,naive,7,8,0.40
cd49b,nodes,naive,14,1,0.40
cd49b,nodes,naive,14,2,0.40
cd49b,nodes,naive,14,3,0.40
cd49b,nodes,naive,14,4,0.40
cd49b,nodes,naive,14,5,0.40
cd49b,nodes,naive,14,6,0.40
cd49b,nodes,naive,14,7,0.40
cd49b,nodes,naive,14,8,0.40
cd49b,nodes,naive,30,1,0.40
cd49b,nodes,naive,30,2,0.40
cd49b,nodes,naive,30,3,0.40
cd49b,nodes,naive,30,4,0.40
cd49b,nodes,naive,30,5,0.40
cd49b,nodes,naive,30,6,0.40
cd49b,nodes,naive,30,7,0.40
cd49b,nodes,naive,30,8,0.40
cd49b,spleen,gl261,7,1,0.40
cd49b,spleen,gl261,7,2,0.40
cd49b,spleen,gl261,7,3,0.40
cd49b,spleen,gl261,7,4,0.40
cd49b,spleen,gl261,7,5,0.40
cd49b,spleen,gl261,7,6,0.40
cd49b,spleen,gl261,7,7,0.40
cd49b,spleen,gl261,7,8,0.40
cd49b,spleen,gl261,14,1,0.40
cd49b,spleen,gl261,14,2,0.40
cd49b,spleen,gl261,14,3,0.40
cd49b,spleen,gl261,14,4,0.40
cd49b,spleen,gl261,14,5,0.40
cd49b,spleen,gl261,14,6,0.40
cd49b,spleen,gl261,14,7,0.40
cd49b,spleen,gl261,14,8,0.40
cd49b,spleen,gl261,30,1,0.40
cd49b,spleen,gl261,30,3,0.40
cd49b,spleen,gl261,30,6,0.40
cd49b,spleen,gl261,30,2,0.40
cd49b,spleen,gl261,30,4,0.40
cd49b,spleen,gl261,30,5,0.40
cd49b,spleen,gl261,30,7,0.40
cd49b,spleen,gl261,30,8,0.40
cd49b,spleen,naive,7,1,0.40
cd49b,spleen,naive,7,2,0.40
cd49b,spleen,naive,7,3,0.40
cd49b,spleen,naive,7,4,0.40
cd49b,spleen,naive,7,5,0.40
cd49b,spleen,naive,7,6,0.40
cd49b,spleen,naive,7,7,0.40
cd49b,spleen,naive,7,8,0.40
cd49b,spleen,naive,14,1,0.40
cd49b,spleen,naive,14,2,0.40
cd49b,spleen,naive,14,3,0.40
cd49b,spleen,naive,14,4,0.40
cd49b,spleen,naive,14,5,0.40
cd49b,spleen,naive,14,6,0.40
cd49b,spleen,naive,14,7,0.40
cd49b,spleen,naive,14,8,0.40
cd49b,spleen,naive,30,1,0.40
cd49b,spleen,naive,30,2,0.40
cd49b,spleen,naive,30,3,0.40
cd49b,spleen,naive,30,4,0.40
cd49b,spleen,naive,30,5,0.40
cd49b,spleen,naive,30,6,0.40
cd49b,spleen,naive,30,7,0.40
cd49b,spleen,naive,30,8,0.40
cd49b,thymus,gl261,7,1,0.40
cd49b,thymus,gl261,7,2,0.40
cd49b,thymus,gl261,7,3,0.40
cd49b,thymus,gl261,7,4,0.40
cd49b,thymus,gl261,7,5,0.40
cd49b,thymus,gl261,7,6,0.40
cd49b,thymus,gl261,7,7,0.40
cd49b,thymus,gl261,7,8,0.40
cd49b,thymus,gl261,14,1,0.40
cd49b,thymus,gl261,14,2,0.40
cd49b,thymus,gl261,14,3,0.40
cd49b,thymus,gl261,14,4,0.40
cd49b,thymus,gl261,14,5,0.40
cd49b,thymus,gl261,14,6,0.40
cd49b,thymus,gl261,14,7,0.40
cd49b,thymus,gl261,14,8,0.40
cd49b,thymus,gl261,30,1,0.40
cd49b,thymus,gl261,30,3,0.40
cd49b,thymus,gl261,30,6,0.40
cd49b,thymus,gl261,30,2,0.40
cd49b,thymus,gl261,30,4,0.40
cd49b,thymus,gl261,30,5,0.40
cd49b,thymus,gl261,30,7,0.40
cd49b,thymus,gl261,30,8,0.40
cd49b,thymus,naive,7,1,0.40
cd49b,thymus,naive,7,2,0.40
cd49b,thymus,naive,7,3,0.40
cd49b,thymus,naive,7,4,0.40
cd49b,thymus,naive,7,5,0.40
cd49b,thymus,naive,7,6,0.40
cd49b,thymus,naive,7,7,0.40
cd49b,thymus,naive,7,8,0.40
cd49b,thymus,naive,14,1,0.40
cd49b,thymus,naive,14,2,0.40
cd49b,thymus,naive,14,3,0.40
cd49b,thymus,naive,14,4,0.40
cd49b,thymus,naive,14,5,0.40
cd49b,thymus,naive,14,6,0.40
cd49b,thymus,naive,14,7,0.40
cd49b,thymus,naive,14,8,0.40
cd49b,thymus,naive,30,1,0.40
cd49b,thymus,naive,30,2,0.40
cd49b,thymus,naive,30,3,0.40
cd49b,thymus,naive,30,4,0.40
cd49b,thymus,naive,30,5,0.40
cd49b,thymus,naive,30,6,0.40
cd49b,thymus,naive,30,7,0.40
cd49b,thymus,naive,30,8,0.40
cd8,blood,gl261,7,1,0.36
cd8,blood,gl261,7,2,0.36
cd8,blood,gl261,7,3,0.36
cd8,blood,gl261,7,4,0.36
cd8,blood,gl261,7,5,0.36
cd8,blood,gl261,7,6,0.36
cd8,blood,gl261,7,7,0.36
cd8,blood,gl261,7,8,0.36
cd8,blood,gl261,14,1,0.32
cd8,blood,gl261,14,2,0.32
cd8,blood,gl261,14,3,0.32
cd8,blood,gl261,14,4,0.32
cd8,blood,gl261,14,5,0.32
cd8,blood,gl261,14,6,0.32
cd8,blood,gl261,14,7,0.32
cd8,blood,gl261,14,8,0.32
cd8,blood,gl261,30,1,0.36
cd8,blood,gl261,30,3,0.36
cd8,blood,gl261,30,6,0.36
cd8,blood,gl261,30,2,0.32
cd8,blood,gl261,30,4,0.28
cd8,blood,gl261,30,5,0.28
cd8,blood,gl261,30,7,0.28
cd8,blood,gl261,30,8,0.28
cd8,blood,naive,7,1,0.36
cd8,blood,naive,7,2,0.36
cd8,blood,naive,7,3,0.36
cd8,blood,naive,7,4,0.36
cd8,blood,naive,7,5,0.36
cd8,blood,naive,7,6,0.36
cd8,blood,naive,7,7,0.36
cd8,blood,naive,7,8,0.36
cd8,blood,naive,14,1,0.32
cd8,blood,naive,14,2,0.32
cd8,blood,naive,14,3,0.32
cd8,blood,naive,14,4,0.32
cd8,blood,naive,14,5,0.32
cd8,blood,naive,14,6,0.32
cd8,blood,naive,14,7,0.32
cd8,blood,naive,14,8,0.32
cd8,blood,naive,30,1,0.36
cd8,blood,naive,30,2,0.36
cd8,blood,naive,30,3,0.36
cd8,blood,naive,30,4,0.36
cd8,blood,naive,30,5,0.36
cd8,blood,naive,30,6,0.36
cd8,blood,naive,30,7,0.36
cd8,blood,naive,30,8,0.36
cd8,marrow,gl261,7,1,0.32
cd8,marrow,gl261,7,2,0.32
cd8,marrow,gl261,7,3,0.32
cd8,marrow,gl261,7,4,0.32
cd8,marrow,gl261,7,5,0.32
cd8,marrow,gl261,7,6,0.32
cd8,marrow,gl261,7,7,0.32
cd8,marrow,gl261,7,8,0.32
cd8,marrow,gl261,14,1,0.32
cd8,marrow,gl261,14,2,0.32
cd8,marrow,gl261,14,3,0.32
cd8,marrow,gl261,14,4,0.32
cd8,marrow,gl261,14,5,0.32
cd8,marrow,gl261,14,6,0.32
cd8,marrow,gl261,14,7,0.32
cd8,marrow,gl261,14,8,0.32
cd8,marrow,gl261,30,1,0.32
cd8,marrow,gl261,30,3,0.32
cd8,marrow,gl261,30,6,0.32
cd8,marrow,gl261,30,2,0.32
cd8,marrow,gl261,30,4,0.32
cd8,marrow,gl261,30,5,0.32
cd8,marrow,gl261,30,7,0.32
cd8,marrow,gl261,30,8,0.32
cd8,marrow,naive,7,1,0.32
cd8,marrow,naive,7,2,0.32
cd8,marrow,naive,7,3,0.32
cd8,marrow,naive,7,4,0.32
cd8,marrow,naive,7,5,0.32
cd8,marrow,naive,7,6,0.32
cd8,marrow,naive,7,7,0.32
cd8,marrow,naive,7,8,0.32
cd8,marrow,naive,14,1,0.32
cd8,marrow,naive,14,2,0.32
cd8,marrow,naive,14,3,0.32
cd8,marrow,naive,14,4,0.32
cd8,marrow,naive,14,5,0.32
cd8,marrow,naive,14,6,0.32
cd8,marrow,naive,14,7,0.32
cd8,marrow,naive,14,8,0.32
cd8,marrow,naive,30,1,0.32
cd8,marrow,naive,30,2,0.32
cd8,marrow,naive,30,3,0.32
cd8,marrow,naive,30,4,0.32
cd8,marrow,naive,30,5,0.32
cd8,marrow,naive,30,6,0.32
cd8,marrow,naive,30,7,0.32
cd8,marrow,naive,30,8,0.32
cd8,nodes,gl261,7,1,0.4
cd8,nodes,gl261,7,2,0.4
cd8,nodes,gl261,7,3,0.4
cd8,nodes,gl261,7,4,0.4
cd8,nodes,gl261,7,5,0.4
cd8,nodes,gl261,7,6,0.4
cd8,nodes,gl261,7,7,0.4
cd8,nodes,gl261,7,8,0.4
cd8,nodes,gl261,14,1,0.4
cd8,nodes,gl261,14,2,0.4
cd8,nodes,gl261,14,3,0.4
cd8,nodes,gl261,14,4,0.4
cd8,nodes,gl261,14,5,0.4
cd8,nodes,gl261,14,6,0.4
cd8,nodes,gl261,14,7,0.4
cd8,nodes,gl261,14,8,0.4
cd8,nodes,gl261,30,1,0.4
cd8,nodes,gl261,30,3,0.4
cd8,nodes,gl261,30,6,0.4
cd8,nodes,gl261,30,2,0.4
cd8,nodes,gl261,30,4,0.4
cd8,nodes,gl261,30,5,0.4
cd8,nodes,gl261,30,7,0.4
cd8,nodes,gl261,30,8,0.4
cd8,nodes,naive,7,1,0.4
cd8,nodes,naive,7,2,0.4
cd8,nodes,naive,7,3,0.4
cd8,nodes,naive,7,4,0.4
cd8,nodes,naive,7,5,0.4
cd8,nodes,naive,7,6,0.4
cd8,nodes,naive,7,7,0.4
cd8,nodes,naive,7,8,0.4
cd8,nodes,naive,14,1,0.4
cd8,nodes,naive,14,2,0.4
cd8,nodes,naive,14,3,0.4
cd8,nodes,naive,14,4,0.4
cd8,nodes,naive,14,5,0.4
cd8,nodes,naive,14,6,0.4
cd8,nodes,naive,14,7,0.4
cd8,nodes,naive,14,8,0.4
cd8,nodes,naive,30,1,0.4
cd8,nodes,naive,30,2,0.4
cd8,nodes,naive,30,3,0.4
cd8,nodes,naive,30,4,0.4
cd8,nodes,naive,30,5,0.4
cd8,nodes,naive,30,6,0.4
cd8,nodes,naive,30,7,0.4
cd8,nodes,naive,30,8,0.4
cd8,spleen,gl261,7,1,0.4
cd8,spleen,gl261,7,2,0.4
cd8,spleen,gl261,7,3,0.4
cd8,spleen,gl261,7,4,0.4
cd8,spleen,gl261,7,5,0.4
cd8,spleen,gl261,7,6,0.4
cd8,spleen,gl261,7,7,0.4
cd8,spleen,gl261,7,8,0.4
cd8,spleen,gl261,14,1,0.4
cd8,spleen,gl261,14,2,0.4
cd8,spleen,gl261,14,3,0.4
cd8,spleen,gl261,14,4,0.4
cd8,spleen,gl261,14,5,0.4
cd8,spleen,gl261,14,6,0.4
cd8,spleen,gl261,14,7,0.4
cd8,spleen,gl261,14,8,0.4
cd8,spleen,gl261,30,1,0.4
cd8,spleen,gl261,30,3,0.4
cd8,spleen,gl261,30,6,0.4
cd8,spleen,gl261,30,2,0.4
cd8,spleen,gl261,30,4,0.4
cd8,spleen,gl261,30,5,0.4
cd8,spleen,gl261,30,7,0.4
cd8,spleen,gl261,30,8,0.4
cd8,spleen,naive,7,1,0.4
cd8,spleen,naive,7,2,0.4
cd8,spleen,naive,7,3,0.4
cd8,spleen,naive,7,4,0.4
cd8,spleen,naive,7,5,0.4
cd8,spleen,naive,7,6,0.4
cd8,spleen,naive,7,7,0.4
cd8,spleen,naive,7,8,0.4
cd8,spleen,naive,14,1,0.4
cd8,spleen,naive,14,2,0.4
cd8,spleen,naive,14,3,0.4
cd8,spleen,naive,14,4,0.4
cd8,spleen,naive,14,5,0.4
cd8,spleen,naive,14,6,0.4
cd8,spleen,naive,14,7,0.4
cd8,spleen,naive,14,8,0.4
cd8,spleen,naive,30,1,0.4
cd8,spleen,naive,30,2,0.4
cd8,spleen,naive,30,3,0.4
cd8,spleen,naive,30,4,0.4
cd8,spleen,naive,30,5,0.4
cd8,spleen,naive,30,6,0.4
cd8,spleen,naive,30,7,0.4
cd8,spleen,naive,30,8,0.4
cd8,thymus,gl261,7,1,0.4
cd8,thymus,gl261,7,2,0.4
cd8,thymus,gl261,7,3,0.4
cd8,thymus,gl261,7,4,0.4
cd8,thymus,gl261,7,5,0.4
cd8,thymus,gl261,7,6,0.4
cd8,thymus,gl261,7,7,0.4
cd8,thymus,gl261,7,8,0.4
cd8,thymus,gl261,14,1,0.4
cd8,thymus,gl261,14,2,0.4
cd8,thymus,gl261,14,3,0.4
cd8,thymus,gl261,14,4,0.4
cd8,thymus,gl261,14,5,0.4
cd8,thymus,gl261,14,6,0.4
cd8,thymus,gl261,14,7,0.4
cd8,thymus,gl261,14,8,0.4
cd8,thymus,gl261,30,1,0.4
cd8,thymus,gl261,30,3,0.4
cd8,thymus,gl261,30,6,0.4
cd8,thymus,gl261,30,2,0.4
cd8,thymus,gl261,30,4,0.4
cd8,thymus,gl261,30,5,0.4
cd8,thymus,gl261,30,7,0.4
cd8,thymus,gl261,30,8,0.4
cd8,thymus,naive,7,1,0.4
cd8,thymus,naive,7,2,0.4
cd8,thymus,naive,7,3,0.4
cd8,thymus,naive,7,4,0.4
cd8,thymus,naive,7,5,0.4
cd8,thymus,naive,7,6,0.4
cd8,thymus,naive,7,7,0.4
cd8,thymus,naive,7,8,0.4
cd8,thymus,naive,14,1,0.4
cd8,thymus,naive,14,2,0.4
cd8,thymus,naive,14,3,0.4
cd8,thymus,naive,14,4,0.4
cd8,thymus,naive,14,5,0.4
cd8,thymus,naive,14,6,0.4
cd8,thymus,naive,14,7,0.4
cd8,thymus,naive,14,8,0.4
cd8,thymus,naive,30,1,0.4
cd8,thymus,naive,30,2,0.4
cd8,thymus,naive,30,3,0.4
cd8,thymus,naive,30,4,0.4
cd8,thymus,naive,30,5,0.4
cd8,thymus,naive,30,6,0.4
cd8,thymus,naive,30,7,0.4
cd8,thymus,naive,30,8,0.4
f480,blood,gl261,7,1,0.4
f480,blood,gl261,7,2,0.4
f480,blood,gl261,7,3,0.4
f480,blood,gl261,7,4,0.4
f480,blood,gl261,7,5,0.4
f480,blood,gl261,7,6,0.4
f480,blood,gl261,7,7,0.4
f480,blood,gl261,7,8,0.4
f480,blood,gl261,14,1,0.34
f480,blood,gl261,14,2,0.34
f480,blood,gl261,14,3,0.34
f480,blood,gl261,14,4,0.34
f480,blood,gl261,14,5,0.34
f480,blood,gl261,14,6,0.34
f480,blood,gl261,14,7,0.34
f480,blood,gl261,14,8,0.34
f480,blood,gl261,30,1,0.4
f480,blood,gl261,30,3,0.4
f480,blood,gl261,30,6,0.4
f480,blood,gl261,30,2,0.4
f480,blood,gl261,30,4,0.36
f480,blood,gl261,30,5,0.36
f480,blood,gl261,30,7,0.36
f480,blood,gl261,30,8,0.36
f480,blood,naive,7,1,0.4
f480,blood,naive,7,2,0.4
f480,blood,naive,7,3,0.4
f480,blood,naive,7,4,0.4
f480,blood,naive,7,5,0.4
f480,blood,naive,7,6,0.4
f480,blood,naive,7,7,0.4
f480,blood,naive,7,8,0.4
f480,blood,naive,14,1,0.34
f480,blood,naive,14,2,0.34
f480,blood,naive,14,3,0.34
f480,blood,naive,14,4,0.34
f480,blood,naive,14,5,0.34
f480,blood,naive,14,6,0.34
f480,blood,naive,14,7,0.34
f480,blood,naive,14,8,0.34
f480,blood,naive,30,1,0.36
f480,blood,naive,30,2,0.36
f480,blood,naive,30,3,0.36
f480,blood,naive,30,4,0.36
f480,blood,naive,30,5,0.36
f480,blood,naive,30,6,0.36
f480,blood,naive,30,7,0.36
f480,blood,naive,30,8,0.36
f480,marrow,gl261,7,1,0.44
f480,marrow,gl261,7,2,0.44
f480,marrow,gl261,7,3,0.44
f480,marrow,gl261,7,4,0.44
f480,marrow,gl261,7,5,0.44
f480,marrow,gl261,7,6,0.44
f480,marrow,gl261,7,7,0.44
f480,marrow,gl261,7,8,0.44
f480,marrow,gl261,14,1,0.44
f480,marrow,gl261,14,2,0.44
f480,marrow,gl261,14,3,0.44
f480,marrow,gl261,14,4,0.44
f480,marrow,gl261,14,5,0.44
f480,marrow,gl261,14,6,0.44
f480,marrow,gl261,14,7,0.44
f480,marrow,gl261,14,8,0.44
f480,marrow,gl261,30,1,0.44
f480,marrow,gl261,30,3,0.44
f480,marrow,gl261,30,6,0.44
f480,marrow,gl261,30,2,0.44
f480,marrow,gl261,30,4,0.44
f480,marrow,gl261,30,5,0.44
f480,marrow,gl261,30,7,0.44
f480,marrow,gl261,30,8,0.44
f480,marrow,naive,7,1,0.44
f480,marrow,naive,7,2,0.44
f480,marrow,naive,7,3,0.44
f480,marrow,naive,7,4,0.44
f480,marrow,naive,7,5,0.44
f480,marrow,naive,7,6,0.44
f480,marrow,naive,7,7,0.44
f480,marrow,naive,7,8,0.44
f480,marrow,naive,14,1,0.44
f480,marrow,naive,14,2,0.44
f480,marrow,naive,14,3,0.44
f480,marrow,naive,14,4,0.44
f480,marrow,naive,14,5,0.44
f480,marrow,naive,14,6,0.44
f480,marrow,naive,14,7,0.44
f480,marrow,naive,14,8,0.44
f480,marrow,naive,30,1,0.44
f480,marrow,naive,30,2,0.44
f480,marrow,naive,30,3,0.44
f480,marrow,naive,30,4,0.44
f480,marrow,naive,30,5,0.44
f480,marrow,naive,30,6,0.44
f480,marrow,naive,30,7,0.44
f480,marrow,naive,30,8,0.44
f480,nodes,gl261,7,1,0.4
f480,nodes,gl261,7,2,0.4
f480,nodes,gl261,7,3,0.4
f480,nodes,gl261,7,4,0.4
f480,nodes,gl261,7,5,0.4
f480,nodes,gl261,7,6,0.4
f480,nodes,gl261,7,7,0.4
f480,nodes,gl261,7,8,0.4
f480,nodes,gl261,14,1,0.36
f480,nodes,gl261,14,2,0.36
f480,nodes,gl261,14,3,0.36
f480,nodes,gl261,14,4,0.36
f480,nodes,gl261,14,5,0.36
f480,nodes,gl261,14,6,0.36
f480,nodes,gl261,14,7,0.36
f480,nodes,gl261,14,8,0.36
f480,nodes,gl261,30,1,0.36
f480,nodes,gl261,30,3,0.36
f480,nodes,gl261,30,6,0.36
f480,nodes,gl261,30,2,0.36
f480,nodes,gl261,30,4,0.36
f480,nodes,gl261,30,5,0.36
f480,nodes,gl261,30,7,0.36
f480,nodes,gl261,30,8,0.36
f480,nodes,naive,7,1,0.4
f480,nodes,naive,7,2,0.4
f480,nodes,naive,7,3,0.4
f480,nodes,naive,7,4,0.4
f480,nodes,naive,7,5,0.4
f480,nodes,naive,7,6,0.4
f480,nodes,naive,7,7,0.4
f480,nodes,naive,7,8,0.4
f480,nodes,naive,14,1,0.36
f480,nodes,naive,14,2,0.36
f480,nodes,naive,14,3,0.36
f480,nodes,naive,14,4,0.36
f480,nodes,naive,14,5,0.36
f480,nodes,naive,14,6,0.36
f480,nodes,naive,14,7,0.36
f480,nodes,naive,14,8,0.36
f480,nodes,naive,30,1,0.36
f480,nodes,naive,30,2,0.36
f480,nodes,naive,30,3,0.36
f480,nodes,naive,30,4,0.36
f480,nodes,naive,30,5,0.36
f480,nodes,naive,30,6,0.36
f480,nodes,naive,30,7,0.36
f480,nodes,naive,30,8,0.36
f480,spleen,gl261,7,1,0.44
f480,spleen,gl261,7,2,0.44
f480,spleen,gl261,7,3,0.44
f480,spleen,gl261,7,4,0.44
f480,spleen,gl261,7,5,0.44
f480,spleen,gl261,7,6,0.44
f480,spleen,gl261,7,7,0.44
f480,spleen,gl261,7,8,0.44
f480,spleen,gl261,14,1,0.4
f480,spleen,gl261,14,2,0.4
f480,spleen,gl261,14,3,0.4
f480,spleen,gl261,14,4,0.4
f480,spleen,gl261,14,5,0.4
f480,spleen,gl261,14,6,0.4
f480,spleen,gl261,14,7,0.4
f480,spleen,gl261,14,8,0.4
f480,spleen,gl261,30,1,0.4
f480,spleen,gl261,30,3,0.4
f480,spleen,gl261,30,6,0.4
f480,spleen,gl261,30,2,0.4
f480,spleen,gl261,30,4,0.4
f480,spleen,gl261,30,5,0.4
f480,spleen,gl261,30,7,0.4
f480,spleen,gl261,30,8,0.4
f480,spleen,naive,7,1,0.44
f480,spleen,naive,7,2,0.44
f480,spleen,naive,7,3,0.44
f480,spleen,naive,7,4,0.44
f480,spleen,naive,7,5,0.44
f480,spleen,naive,7,6,0.44
f480,spleen,naive,7,7,0.44
f480,spleen,naive,7,8,0.44
f480,spleen,naive,14,1,0.4
f480,spleen,naive,14,2,0.4
f480,spleen,naive,14,3,0.4
f480,spleen,naive,14,4,0.4
f480,spleen,naive,14,5,0.4
f480,spleen,naive,14,6,0.4
f480,spleen,naive,14,7,0.4
f480,spleen,naive,14,8,0.4
f480,spleen,naive,30,1,0.4
f480,spleen,naive,30,2,0.4
f480,spleen,naive,30,3,0.4
f480,spleen,naive,30,4,0.4
f480,spleen,naive,30,5,0.4
f480,spleen,naive,30,6,0.4
f480,spleen,naive,30,7,0.4
f480,spleen,naive,30,8,0.4
f480,thymus,gl261,7,1,0.4
f480,thymus,gl261,7,2,0.4
f480,thymus,gl261,7,3,0.4
f480,thymus,gl261,7,4,0.4
f480,thymus,gl261,7,5,0.4
f480,thymus,gl261,7,6,0.4
f480,thymus,gl261,7,7,0.4
f480,thymus,gl261,7,8,0.4
f480,thymus,gl261,14,1,0.36
f480,thymus,gl261,14,2,0.36
f480,thymus,gl261,14,3,0.36
f480,thymus,gl261,14,4,0.36
f480,thymus,gl261,14,5,0.36
f480,thymus,gl261,14,6,0.36
f480,thymus,gl261,14,7,0.36
f480,thymus,gl261,14,8,0.36
f480,thymus,gl261,30,1,0.36
f480,thymus,gl261,30,3,0.36
f480,thymus,gl261,30,6,0.36
f480,thymus,gl261,30,2,0.36
f480,thymus,gl261,30,4,0.36
f480,thymus,gl261,30,5,0.36
f480,thymus,gl261,30,7,0.36
f480,thymus,gl261,30,8,0.36
f480,thymus,naive,7,1,0.4
f480,thymus,naive,7,2,0.4
f480,thymus,naive,7,3,0.4
f480,thymus,naive,7,4,0.4
f480,thymus,naive,7,5,0.4
